Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links
House,Stone,245 sq.m.,2,8+,1,Not available,2 spots,No Renovation,"Armen Yesayan street, Gyumri","$23,000",USD,15 semi-built house 18x7 near the schoolKutaisiExchange for an apartment at an additional cost from meEXCHANGE FOR CARTranslated from Armenian,Nov-25-2022_00-23,100 sq.m.,,,,https://list.am/en/item/17279148
House,Stone,45 sq.m.,1,3,1,Not available,1 spot,Partial Renovation,"Furmanov street, Gyumri","$24,000",USD,"Private house for saleք ․ Furmanov street, Gyumri45 sq. M. Living area:With 3 roomsGarageBasementWith all utilitiesWater, Gas, LightDryYard:The sale price is $ 24,000, negotiableCode 7859Translated from Armenian",Nov-25-2022_00-23,50 sq.m.,,,,https://list.am/en/item/17422948
House,Stone,150 sq.m.,1,4,1,Not available,3 or more spots,No Renovation,"Khrimyan Hayrik Highway, Gyumri","$45,000",USD,"Private house for saleք ․ Gyumri State FarmTotal area 150 square meters4 roomsWith all utilitiesNeeds cosmetic repairsYard:BasementDry houseThere is a half-built building next to itThe sale price is $ 45,000Code 6266Translated from Armenian",Nov-25-2022_00-23,150 sq.m.,,,,https://list.am/en/item/17286479
House,Stone,180 sq.m.,2,5,1,,,Partial Renovation,"Hansoglyan Street, Gyumri","$60,000",USD,Срочно продаём дом.,Nov-25-2022_00-23,,,,,https://list.am/en/item/17507788
House,Stone,110 sq.m.,1,3,1,Not available,Not available,No Renovation,"Եղիշե Չարենցի փողոց 8, Ախուրյան","$8,500",USD,A half-built house with an area of 110 sq. M. Is for sale in Akhuryan Bagher district. It has a plot of land near the house. The foundation of the house is filled for 2 floors. COLOR NEGOTIABLETranslated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/12825933
House,Stone,850 sq.m.,1,7,1,Available,1 spot,Partial Renovation,"Шоссе Хримян Айрика 19/1, Гюмри","$30,000",USD,The house is in normal condition.Has a separate garageSummer kitchenCall for details.Address Khrimyan Hayrik Tun 11WhatsApp 8-918-411-58-91.8-918-047-85-56:Instagram: Arpine_tonoyan:Translated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/11403777
House,Stone,121 sq.m.,1,5,1,By agreement,2 spots,Cosmetic Renovation,"Հ. Սարգսյան փողոց 3-րդ անցում 1, Գյումրի","$43,000",USD,"Own house for salec. Gyumri, H. Sargsyan Street:121 square meters. Living space460 square meters. Land surface5 roomsStoneSouth-WestCosmetic repairUtility with all amenitiesEuro windowsWooden doorsyard2 garagesSelling price: $43,000Code 4887Translated from Armenian",Nov-25-2022_00-23,460 sq.m.,,,,https://list.am/en/item/18326768
House,Stone,200 sq.m.,1,5,1,,,Cosmetic Renovation,"Վ. Սարգսյան փողոց 1-ին թաղամաս 87/2, Գյումրի","$30,000",USD,"Privately owned, large basement, arable land, large barn + garage, quality siding, possibility to expand, quiet cozy environment, fresh air, possible to negotiate for real buyer, call for questionsTranslated from Armenian",Nov-25-2022_00-23,400 sq.m.,,,,https://list.am/en/item/18079583
House,Stone,312 sq.m.,3,8+,2,,,Major Renovation,"Դեկաբրիստների փողոց 13, Գյումրի","$160,000",USD,"Urgent 3-storey private house for sale, capitally renovated, gasified, the floor is marble, with euro windows, garage, fruit trees in the yard.Call for details.Translated from Armenian",Nov-25-2022_00-23,17 sq.m.,,,,https://list.am/en/item/16679282
House,Stone,600 sq.m.,2,5,1,,,Partial Renovation,Shirak › Artik,"18,499,000 ֏",AMD,"Two-story stone house in Artik, 600 sq. M. , A two-story stone house built to a very high standard. It has a basement of 44 square meters, a garage.1st floor: Large bedroom, which can be used as a study, living room, kitchen, bathroom.2nd floor: 4 large bedrooms, foyer.The roof is used as a warehouse.It needs repair. Sewerage is available.Translated from Armenian",Nov-25-2022_00-23,400 sq.m.,,,,https://list.am/en/item/18246381
House,Stone,124 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,"Սպանդարյան փողոց 66, Գյումրի","$60,000",USD,"Own house for saleK. Gyumri on Spandaryan street124 square meters living area.3 roomsWith all utilities, heating system, European windows. The house is sold together with the property.StoneGarageBasementyardStorage roomNearby places, Fine Arts School, Vardanants SquareTranslated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/18220386
House,Stone,118 sq.m.,1,6,1,Not available,2 spots,No Renovation,"Yerevan Highway, Gyumri","$55,000",USD,Urgent Half-built private house for saleThe area of the land is 2350 square metersThe area of the house is 118 square metersYard with fruit treesThe area is multifunctionalTranslated from Armenian,Nov-25-2022_00-23,2350 sq.m.,,,,https://list.am/en/item/17855943
House,Stone,150 sq.m.,1,5,1,,,Partial Renovation,"Մյասնիկյան փողոց, Գյումրի","$48,500",USD,"Ջեռուցում, մշտական տաք և սառը ջուր, նկուղ՝ 12 ք․մ․քաղաքի կենտրոնումԴիմել 19․00-21․00-ի հատվածում",Nov-25-2022_00-23,40 sq.m.,,,,https://list.am/en/item/15899731
House,Stone,200 sq.m.,2,5,1,,,Partial Renovation,"Khrimyan Hayrik Highway, Gyumri","$35,000",USD,"Selling a two-story privatized house, 1st floor 100 square meters has been used as a bakery, shop, garage, 2nd floor 100 square meters has not been used, it has an attic of 60 square meters, it has a garden of 40 square meters, it is provided with three-phase electricity, water, it is very convenient to transform it as a guest house.Translated from Armenian",Nov-25-2022_00-23,60 sq.m.,,,,https://list.am/en/item/18008316
House,Stone,93 sq.m.,1,3,1,,Not available,Major Renovation,"Սուրեն Մատնիշյան փողոց 100, Գյումրի","28,000,000 ֏",AMD,"A 4-room house for sale in Suren Matnishyan street, Gyumritotal area: 93 square meters.Living area 77 square meters.The house has no yardSale price: 28,000,000 AMDTo get information, view other private houses, or in case of questions, callCode 8693Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/14475350
House,Stone,863 sq.m.,2,5,1,,Not available,No Renovation,"Arevelyan street, Gyumri","$23,000",USD,"Own house for salec. Gyumri East Street863 sq. M. Total area109 square meters. Living space5 roomsState conditionStoneNew constructionFencedyardSelling price: $23,000Code 8784Translated from Armenian",Nov-25-2022_00-23,109 sq.m.,,,,https://list.am/en/item/18051546
House,Stone,560 sq.m.,1,5,2,By agreement,1 spot,Major Renovation,"Հ. Ավետիսյան փողոց 16, Գյումրի","$65,000",USD,"Own house for salec. Gyumri, Noravan560 square meters. Common surface130 square meters. Living space430 square meters. Land surface5 roomsStoneOn the sunny sideUtility with all amenitiesEuro refurbishedEast-westGarage2 bathroomsFactoryyardBasementHeating SystemWith hot and cold waterSelling price: $65,000Code 4848Translated from Armenian",Nov-25-2022_00-23,430 sq.m.,,,,https://list.am/en/item/18322001
House,Panels,250 sq.m.,2,8+,1,,,Old Renovation,Shirak › Gharibjanyan,"20,000,000 ֏",AMD,50 meters away from the bank. Needs repairTranslated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/18172372
House,Stone,230 sq.m.,2,6,1,,,Cosmetic Renovation,Shirak › Dzorakap,"$34,000",USD,"A two-storey private house in Dzorakap village of Shirak region (next to the school) with all communal amenities is for sale VERY URGENTLY at a lower price than the market price. The total area of the private house, the 2 floors together, is 230 m.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/16629610
House,Stone,450 sq.m.,1,3,1,,,No Renovation,"Ghandilyan street 2, Gyumri","$14,000",USD,Land for sale with buildings is located in front of the Mermaid Hotel. A part of the building was used as a cattle barn years ago. It is privatized. Exchange is possible. Negotiable:Translated from Armenian,Nov-25-2022_00-23,450 sq.m.,,,,https://list.am/en/item/17781631
House,Stone,223 sq.m.,2,5,2,,,Partial Renovation,"Օդանավակայան 2-րդ թաղամաս 19, Գյումրի","35,000,000 ֏",AMD,"A two-story private house is for sale. Address c. Gyumri Airport, 2nd district, house 18.Translated from Armenian",Nov-25-2022_00-23,420 sq.m.,,,,https://list.am/en/item/18242025
House,Stone,65 sq.m.,1,2,1,,,Cosmetic Renovation,"Տերյան փողոց, Գյումրի","120,000 ֏",AMD,"In the central part of Gyumri, on the central street, 5 m bus stop, big yard, house in the backyard.There are all amenities in the house / refrigerator, TV, washing machine, etc.St. Теряня дом 141, г. Gyumri:Translated from Armenian",Nov-25-2022_00-23,500 sq.m.,,,,https://list.am/en/item/13073700
House,Stone,400 sq.m.,2,6,3+,,,Old Renovation,"Աղյուսի փողոց 113, Գյումրի","$50,000",USD,"A stone house is for sale on Aghyus (Avznots) street in Gyumri. Living area 123 square meters, total 400 square meters.Translated from Armenian",Nov-25-2022_00-23,123 sq.m.,,,,https://list.am/en/item/17661329
House,Stone,200 sq.m.,2,6,3+,,2 spots,Old Renovation,"Մյասնիկյան փողոց 216, Գյումրի","$48,000",USD,"A two-storey private house for sale in the center of Gyumri city. It is very spacious and bright, consists of six rooms, has constant hot and cold water, one bathroom, three bathrooms, one of which is in the yard. It also has a basement, a stone garage and a workshop. The spacious outdoor balconies on the first and second floors of the house give a beautiful look, as well as the wonderful garden with beautiful fruit trees and its full harvest of plums, cherries, pears, apples, etc. The yard is separate and privatized. The house is located near the Tigran Mets restaurant.Code 1212Translated from Armenian",Nov-25-2022_00-23,200 sq.m.,,,,https://list.am/en/item/18314794
House,Stone,120 sq.m.,1,4,2,,,No Renovation,"Улица Карена Демирчяна 78, Гюмри","$35,000",USD,"Part of the house is residential, the other part is half-built.Translated from Armenian",Nov-25-2022_00-23,600 sq.m.,,,,https://list.am/en/item/16928374
House,Stone,90 sq.m.,1,3,1,,Not available,Partial Renovation,"Rustaveli Street, Gyumri","$135,000",USD,"Own house for salec. Gyumri, Rustaveli90 square meters. Living space140 square meters. Land surface3 roomsStoneOn the sunny sideFruit treesGarageyardBasementUtility with all amenitiesWith a heating systemSelling price: $135,000Code 6376Translated from Armenian",Nov-25-2022_00-23,140 sq.m.,,,,https://list.am/en/item/18089021
House,Stone,220 sq.m.,1,7,2,,3 or more spots,Cosmetic Renovation,"Ջիվանի փողոց 15, Գյումրի","$82,000",USD,"A fenced stone house is for sale in the center of Gyumri, at the intersection of Jivan and Alek Manukyan streets. A total of about 220 square meters. M. Living area and 1000 sq. M. Plot of land, 2 bathrooms, 2 garages, 2 gardens next to the house, central heating, gas, electricity, hot and cold water, heating (BAXI), water heater, loft, storage room, 2 bathrooms, 2 entrances, concrete roof, negotiation possible, cosmetic repairs:The area is at the intersection of Jivan and Alek Manukyan streetsType Fenced houseBuilding type StoneNumber of floors 1 + insulated atticNumber of rooms 9 +Garage 2Pantry 3:00Number of bathrooms 2The total area is 220 sq. M.The area of the land is 1000 square meters. M.Renovation, if used for the same purpose.The apartments are for sale in 1 general project, addressed to Jivani street 15 residential houses, located next to Kamrj and KAMELIA.The first residential house is 92 sq/m, consists of 3 rooms, tiled bathroom. It has an iron door, euro windows, individual heating system, has a basement and a garage of 28 sq/m.The second residential house is 57 sq/m, consists of 2 rooms, also has a garage and a separate pantry. There is an iron door at the entrance, the kitchen and the bathroom are tiled, an individual heating system is installed.The third residential house is 92 sq/m, consists of 4/5 rooms. An iron door is installed at the entrance, an individual heating system is installed, the house has a separate pantry and a thermally insulated attic with separate rooms.The mansion has three interconnected courtyards with a fence, where there is an orchard, as well as open and closed parking spaces, an area for summer recreation, 2 external entrances with an iron gate, one of which is also for a car. With an iron gate.In the neighborhood are a kindergarten, a school and many shops, a bakery, two intersecting main streets, etc. The place is calm, quiet and safe.Places nearbyVardanants Square: 900m, Former Lenin Square: 500m, Gyumrik Technocenter: 500m.Translated from Armenian",Nov-25-2022_00-23,1000 sq.m.,,,,https://list.am/en/item/17345226
House,Stone,60 sq.m.,1,3,1,,,Old Renovation,"Գոգունցի փողոց 4/5, Գյումրի","$20,000",USD,"A private house is for sale in the area near the station, behind the 4th APTEKI. The total area of the land, which is for rent, is 76 sq. M. The house consists of 3 rooms, there is a basement area. The house has a water heater, it is heated with the help of a gas stove. There is a stone garage of 28 sq / m. A kindergarten, a school, many shops are nearby.Translated from Armenian",Nov-25-2022_00-23,76 sq.m.,,,,https://list.am/en/item/17527874
House,Stone,480 sq.m.,1,8+,2,,3 or more spots,Designer Renovation,"Դուդկոյի փողոց 1/1, Գյումրի","$290,000",USD,"THE MANSION COULD SERVE AS A MUSEUM OF CONTEMPORARY ART...The mansion is located next to the Waterworks. The living area of this bright private house is 480 sq/m, it has 11 bedrooms. There is an iron gate, iron doors, euro-barred windows, interior doors are made of wood. It is provided with constant water and gas, the bathroom is tiled, there is a sauna, an individual heating system is installed. There are 2 buildings in the yard: A bunker of 90 sq/m and a bathroom of 45 sq/m. For your convenience, there is a garden in the courtyard of the private house with an area of 4197 sq/m, with 2 entrances in front of the detached building and in the back. There is an open-air parking lot by the yard. Nearby are all the necessary shops, a kindergarten school.Translated from Armenian",Nov-25-2022_00-23,4197 sq.m.,,,,https://list.am/en/item/18058208
House,Stone,177 sq.m.,2,5,2,,1 spot,Major Renovation,"Արմենիան փողոց 3, Գյումրի","$109,000",USD,"NEW CAPITAL RENOVATED NON RESIDENTIAL PROPERTY 2 APARTMENTS IN 1 TOTAL PLAN...Two-storey house for sale on Armenia street. The total area of the building is 399 sq/m, the living area is 177 sq/m. It is provided with all necessary communications. Iron doors are installed at the entrance, there are iron gates, euro windows. There is a boiler room, separate heating systems are installed.The first of the apartments consists of 5 rooms, completely renovated, the kitchen and bathrooms (2 bathrooms) are tiled.The second of the apartments is two-story, the first floor has a large hall tiled bathroom, the second floor consists of 2 rooms. It has a landscaped yard, a fenced garden. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-23,399 sq.m.,,,,https://list.am/en/item/16989851
House,Stone,181 sq.m.,1,4,2,,1 spot,No Renovation,"Հանեսողլյան փողոց 46, Գյումրի","$47,000",USD,"A two-storey private house is for sale behind the Plplan Zham, near the center, built after the earthquake. The total area of the building is 506 square meters, the living area is 181 square meters. The house consists of 4 rooms. The house needs interior decoration. Iron doors, wooden windows are installed at the entrance, an iron gate is installed, a stone garage. There are open-air parking lots by the yard and a stone garage.It is possible to provide the area on a LEASE basis as an office, warehouse, workshop and for kindergarten ․․․Translated from Armenian",Nov-25-2022_00-23,506 sq.m.,,,,https://list.am/en/item/11811286
House,Stone,100 sq.m.,1,2,1,,,Old Renovation,Shirak › Marmashen,"$20,000",USD,"2-room private house is for sale in Marmashen. The house is located at the end of the village, beyond which a large pasture opens, suitable for cattle breeding. It has a barn, a garage, under which there is a stone basement. The house is gasified, partially furnished. Three of the windows have been changed to euros, three - not. It has a land plot near the house 1000 m with fruit trees. If you have any questions, write to the mentioned phone number (WhatsApp)Translated from Armenian",Nov-25-2022_00-23,1000 sq.m.,,,,https://list.am/en/item/17844471
House,Stone,105 sq.m.,2,3,1,,,Partial Renovation,Shirak › Goghovit,"$17,000",USD,"A two-story private house is for sale in Goghovit community. The first floor consists of a spacious living room, a corridor, a kitchen, a bathroom (the bathroom and the toilet are separate), a boiler room, which can also become a room in case of renovation, and a storage room. On the second floor there are two bedrooms, one of which has a balcony, another balcony opens from the hallway. The semi-roofed part of the mansion can also be transformed into a room. The renovation is partially new. The windows are east, south and west. The entrance door is to the west. A few steps from the house there is also a building that can be used as a workshop or storage.There are fruit trees and bushes in the yard. The adjacent land is suitable for making a vegetable garden.Translated from Armenian",Nov-25-2022_00-23,1620 sq.m.,,,,https://list.am/en/item/18220209
House,Monolith,100 sq.m.,1,4,1,,,Cosmetic Renovation,Shirak › Ashotsk,"$27,000",USD,"Private house for sale with all amenities, gasified hot and cold water, has a basement, two large barns, a pantry with tonir, a large garage for two cars with a box, there is a separate boutique as a small workshop, there is also a 350 liter water heater if you want will stay, if not, I will take it out, there is a 9-meter hut next to the house. Regret, those who wish can call the mentioned numberTranslated from Armenian",Nov-25-2022_00-23,2000 sq.m.,,,,https://list.am/en/item/17532866
House,Stone,207 sq.m.,2,5,2,,,Partial Renovation,"Մսի կոմբինատ 2-րդ շարք 11, Գյումրի","$35,000",USD,"Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն ք․ Գյումրի Մսի Կոմբինատ 4-րդ շարք։ Առանձնատունը նորակառույցը ունի կոսմետիկ վերանորոգման կարիք։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո և փայտյա, հատակը՝ բետոն։ Սանհանգույցը`համակցված և առանձին, սալիկապատ, էլ․ լարերը՝ փոխված։ Ունի ազատ հող (145քմ), պարիսպ, նկուղ, ավտոտնակ (19քմ), մշտական ջուր և գազ։Գյումրի Գյումրիում Գյումրիի Կոմբինատ Կոմբինատում ԿոմբինատիGyumri Gyumrium Gyumrii Kombinat Kombinatum Kombinati",Nov-25-2022_00-23,,,,,https://list.am/en/item/14633308
House,Stone,100 sq.m.,1,3,1,Not available,Not available,Euro Renovation,"Улица Меркурова 35, Гюмри","$60,000",USD,Дом находиться атличном састауани,Nov-25-2022_00-23,40 sq.m.,,,,https://list.am/en/item/18217794
House,Stone,82 sq.m.,1,3,1,Not available,2 spots,Old Renovation,"Վահան Տերյան փողոցի 1-ին նրբանցք 35, Գյումրի","$20,000",USD,"A 3-room house is for sale in the center of Gyumri, near the central bus station. The house is made of stone, sunny, needs repair. Privatized, with all utilities (water, gas, electricity) There are shops and shopping malls nearby.The house is sold together with the garage. The cost is included in the total price. Total area: 82 square meters.Places nearbyVardanants Square 0.7 kmCentral Bus Station 0.2 kmTranslated from Armenian",Nov-25-2022_00-23,,"ELectricity, water supply",,,https://list.am/en/item/18307859
House,Stone,80 sq.m.,1,4,1,By agreement,Not available,No Renovation,"Մայակովսկի փողոց 102, Գյումրի","$22,000",USD,"The house is located in the center of Gyumri, in Lich district. Has a garage, storage room, very close to the main road. Needs renovation.The house is privatized.Translated from Armenian",Nov-25-2022_00-23,40 sq.m.,,,,https://list.am/en/item/16642025
House,Stone,407 sq.m.,1,5,1,,,Old Renovation,"Սպարտակի փողոց 11, Գյումրի","$30,000",USD,"Own house for salec. Gyumri, International407 square meters. Common surface117 square meters. Living space261 square meters. Land surface5 roomsStoneOn the sunny sideUtility with all amenitiesSummer kitchenAuxiliary buildingyardBasementSelling price: $30,000Code 1846Translated from Armenian",Nov-25-2022_00-23,261 sq.m.,,,,https://list.am/en/item/18306807
House,Stone,127 sq.m.,1,5,2,,Not available,Old Renovation,"Ստեփան Շահումյանի փողոց, Գյումրի","$30,000",USD,"A private house for sale on Shahumyan street, it has two separate buildings with a separate yard, there is a warehouse in the yard, it needs renovation. FOR SALE. Call for details. It is urgent.Translated from Armenian",Nov-25-2022_00-23,341 sq.m.,,,,https://list.am/en/item/17646201
House,Stone,171 sq.m.,1,5,1,Not available,3 or more spots,Major Renovation,"Japaridze street, Gyumri","$71,000",USD,"An apartment is for sale in the central part of the city. There is a school, a shop, a kindergarten nearby, it is only 2 minutes to the central square. The price is $71,000, negotiable.Translated from Armenian",Nov-25-2022_00-23,171 sq.m.,,,,https://list.am/en/item/16187713
House,Stone,220 sq.m.,1,5,1,Not available,1 spot,No Renovation,Shirak › Gyumri,"$120,500",USD,"An apartment is for sale in the city of Gyumri on Jivani Street, it is suitable for use as a guest house, the price is $120,500.Translated from Armenian",Nov-25-2022_00-23,220 sq.m.,,,,https://list.am/en/item/16949912
House,Stone,169 sq.m.,2,7,1,Available,2 spots,Cosmetic Renovation,"Atchemyan Street, Gyumri","$140,000",USD,"A private house is for sale in the center of Gyumri or is for rent. It is renovated, has 6 rooms, 1 bathroom, 1 large kitchen, 2 balconies, open and closed.It was built at the end of the 19th century, in 1880, and belonged to the famous rich businessman Elbakov (family) The building is located in Kumayri Reserve, Slabodka district. It is a historical-architectural-cultural value, the facade is polished.It is located on the street of the central park, not far from the center of Tumo, on the same street the films of Albert Mkrtchyan ""Song of the old days"" etc. Were shot.The house is suitable both for living and for serving as a business area, ""Hostel"", ""Hotel"", etc.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/9874119
House,Stone,140 sq.m.,1,2,1,,,Old Renovation,"Улица Ованнеса Шираза 11, Гюмри","$80,000",USD,"A privatized apartment is for sale on Shiraz street in the territory of Kumayri reserve in the center of Gyumri. Has a garage, yard, basement. It also has a second entrance from Ghorganyan alley.Translated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/17942637
House,Stone,67 sq.m.,2,3,1,,,Euro Renovation,Shirak › Gyumri,"$23,000",USD,The house is in a good condition.Translated from Armenian,Nov-25-2022_00-23,,,,,https://list.am/en/item/17805687
House,Panels,300 sq.m.,2,6,1,,,Partial Renovation,"Ջրաշինարարների փողոց 1, Ախուրյան","$80,000",USD,"A two-story house with an attic on the third floor is for sale. The house is made of panels, but the inside is completely covered with tuff stone (partitions and external walls) On the first floor there is a kitchen (14m), a dining room (18.5m), a bathroom (6m), a toilet (2.5m), a garage (72m), a boiler room (4m) The first floor is completely renovated. On the second floor: Staircase (18m) with balcony (22.3m), living room (26.5m) with balcony (7m), two large bedrooms (each 18m), two small bedrooms (each 12m), foyer (27m) The second floor is partially renovated. The attic floor is 72m without renovation.Translated from Armenian",Nov-25-2022_00-23,800 sq.m.,,,,https://list.am/en/item/18254932
House,Stone,420 sq.m.,1,4,1,,,Cosmetic Renovation,"Yerevan Highway, Gyumri","$45,000",USD,"Privately owned, with all utilities, gas supply, permanent water, garden, yard, fruit trees, heating, iron door, oak interior doors, garage, basement, summer kitchen. , bathroom, with 2 iron gatesTranslated from Armenian",Nov-25-2022_00-23,,,,,https://list.am/en/item/11487560
House,Stone,100 sq.m.,2,4,1,,,Old Renovation,Shirak › Gyumri,"$27,000",USD,For rent: For rent. Next to the house there is a barn for 12 heads of anise. There are fruit trees in the back. The house is located near the Akhuryan intersection in Norava. Cash sale is possible.Translated from Armenian,Nov-25-2022_00-23,1000 sq.m.,,,,https://list.am/en/item/17717891
House,Stone,190 sq.m.,2,3,1,,,Cosmetic Renovation,"Պուշկինի փողոց 4-րդ նրբանցք 14, Գյումրի","$100,000",USD,"This two-storey house is for sale in the center of the city, near the prosecutor's office. The total area of the land is 98 sq/m, of which the residential area is 190 sq/m, each floor is 90 sq/m, the second floor is a mezzanine, which consists of 3 rooms and a bathroom, and an open balcony, there is a basement area of 10 sq/m. There is an iron door, wooden windows, the kitchen and the bathroom are tiled, an individual heating system is installed. The house consists of 5 rooms in total. There is a kindergarten, a school and many shops in the neighborhood. There is a stone garage in the yard.Translated from Armenian",Nov-25-2022_00-24,98 sq.m.,,,,https://list.am/en/item/10647097
House,Stone,132 sq.m.,1,4,1,,,Cosmetic Renovation,"Գործարանային նրբանցք 31, Գյումրի","$41,500",USD,"KITCHEN FURNISHINGS ARE INCLUDED IN THE SALE PRICE...A 4-room detached house is for sale, located in Noravan district, on Dekabristneri street. The total area of the land is 178 sq/m, the living area is 132 sq/m. The entrance has an iron door, iron gates, interior doors and windows are of European manufacture. A water heater is installed. There is a stone garage of 11 square meters and a basement area. The roof has just been changed. There are a kindergarten, a school and many shops in the neighborhood. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,178 sq.m.,,,,https://list.am/en/item/15377558
House,Stone,107 sq.m.,1,4,1,,,Euro Renovation,"Կարեն Դեմիրճյան փողոցի 8-րդ նրբանցք 5, Գյումրի","$52,000",USD,"KITCHEN FURNITURE IS INCLUDED IN THE SALE PRICE...A house is for sale on Kutaisyan street. The total area of the building is 481 sq/m, the living area is 107 sq/m. The house consists of 4 rooms. It is equipped with all necessary communications, the bathroom and the kitchen are tiled. The entrance has an iron door, euro windows. It has a backyard fruit garden, a barbecue, an umbrella area and an attached building. There are a kindergarten, a school and many shops in the neighborhood. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,481 sq.m.,,,,https://list.am/en/item/18041348
House,Stone,4000 sq.m.,1,4,1,,,Old Renovation,Shirak › Hovuni,"$25,000",USD,"4-room house for sale in Hovuni village, 4000 sq. M. M. With a plot of land, it has 50 or more productive trees, there is a summer house, it has a barn (2 pieces), there is also a garage attached to the house, there is a well (padwal), there is also a bakery, there is a place for cans, the price is final, you can see the house in the pictures, a normal residential house but it needs a little repair from the inside.For other questions, call the phone number below.Translated from Armenian",Nov-25-2022_00-24,4000 sq.m.,,,,https://list.am/en/item/17699376
House,Stone,455 sq.m.,1,4,1,,,Partial Renovation,"Եսայան փողոց 21, Գյումրի","18,000,000 ֏",AMD,"A 4-room private house with a garage and a large yard is for sale on Gertsen Street.The house is located in the back of the ""Vale"" restaurant, in the 1st row of the intersection of Gertsen Yesayan streets.The total area of the house is 455 m/sq. , of which 98 m/sq. Are residential.The house is partially renovated, the roof is newly renovated, covered with tin, the windows are made in Europe.Garage area: 23 m/sq. , yard: 334 m/sq. , with fruit trees.The house is provided with constant water supply and gas supply, it is also suitable for use as a guest house.Translated from Armenian",Nov-25-2022_00-24,334 sq.m.,,,,https://list.am/en/item/17897199
Country House,Monolith,500 sq.m.,2,4,1,,,Cosmetic Renovation,"Proshyan Street, Artik","$140,000",USD,The house is located in Shakhtar district of Rostov region. Ground floor partial. There is a furniture factory. Thoroughly reconstructed. A very comfortable house is a business house. Call for questions.Translated from Armenian,Nov-25-2022_00-24,5000 sq.m.,,,,https://list.am/en/item/16775721
House,Stone,163 sq.m.,1,2,1,,,Old Renovation,Shirak › Gyumri,"$16,000",USD,"A 2-room private house is for sale in the city center (former 10-storey area) There is a garage under the house. The house has gas, electricity, water. The land area is 163 sq/m, living area is 81 sq/m. The house has an iron door. There are fruit trees in the house. Address: 73/12 Kamoi Street. URGENT, only real buyers call.Translated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/17892948
House,Stone,80 sq.m.,1,3,1,,,Partial Renovation,"Ղանդիլյան փողոցի 1-ին նրբանցք 1, Գյումրի","13,000,000 ֏",AMD,"The house is excellentin condition. Constantly hot ևcold water, gasifiedIt has 600 m. Square yard. It has fruit trees, a big winter basement and in a cold yard.Translated from Armenian",Nov-25-2022_00-24,600 sq.m.,,,,https://list.am/en/item/16340023
House,Stone,157 sq.m.,2,4,1,,,Old Renovation,"Тбилисский семофор 21/16, Гюмри","8,000,000 ֏",AMD,"There is no such price for 4 rooms for $ 16,000It is simply not repaired, that is why it is cheap. It has no problems.This price is very urgent for that! Very urgently!4-room private house is for sale in Gyumri. The total area is 157 m2, and the living area is 99 m2. It has a yard. It has a large basement and roof area. It is satisfied with all the necessary amenities (gas, light, water), it has a gas stove, it has a small land part.Address: Tbilisi Simafor 21/26. It is located behind the Basen store on Ghandilyan Street, near the Gyumri railway. All the necessary shops, entertainment places, a school and a kindergarten are very close to the house.Call the phone numbers below.The apartment is for sale with all its property.Urgent! ! ! Urgent! Negotiable!Translated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/12023435
House,Monolith,320 sq.m.,2,3,3+,,,No Renovation,"Charents street 13, Gyumri","$45,000",USD,"A monolithic building is for sale in Ani district, at the end of Charents. The total area of the building is 320 square meters, it has a semi-basement with the whole area. It is possible in parts. Details by phone.Translated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/15044890
House,Stone,120 sq.m.,1,4,1,,,Partial Renovation,"Ստեփան Շահումյանի փողոց 96, Գյումրի","$37,000",USD,"Ladies and gentlemen, please read carefully and call again.The apartment is gasified, has constant hot and cold water.Renovated in partial paintings.It has a comfortable balcony with an open balcony.2 A house for the price of one.THE APARTMENT IS IN THE GENERAL YARD.Translated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/17031418
